Date;Pluie_Liq;ETR;Humid_sol;Drain;Q_Obs
1970-01-01;0.0;0.1;0.636;0.1;181.44142
1970-01-02;0.0;0.2;0.635;0.1;181.43713
1970-01-03;0.0;0.3;0.633;0.1;181.43286
1970-01-04;15.6;0.0;0.64;0.1;181.42857
1970-01-05;3.2;0.0;0.678;0.1;181.42429
1970-01-06;0.0;0.0;0.681;0.1;181.42
1970-01-07;0.0;0.0;0.68;0.1;181.44286
1970-01-08;2.4;0.0;0.68;0.1;181.46571
1970-01-09;0.0;0.0;0.686;0.1;181.48857
1970-01-10;0.0;0.0;0.704;0.1;181.51143
1970-01-11;0.0;0.1;0.706;0.1;181.53429
1970-01-12;0.0;0.2;0.706;0.1;181.55714
1970-01-13;0.1;0.2;0.705;0.1;181.58
1970-01-14;2.1;0.2;0.704;0.1;181.60286
1970-01-15;0.7;-0.1;0.717;0.1;181.62572
1970-01-16;0.0;-0.1;0.734;0.2;181.64857
1970-01-17;0.0;0.0;0.741;0.2;181.67143
1970-01-18;0.0;0.0;0.751;0.2;181.69429
1970-01-19;0.0;0.3;0.761;0.3;181.71715
1970-01-20;0.0;0.4;0.759;0.2;181.74
1970-01-21;0.0;0.4;0.755;0.2;181.74286
1970-01-22;0.9;0.0;0.756;0.2;181.74571
1970-01-23;0.0;0.1;0.76;0.2;181.74857
1970-01-24;0.0;0.8;0.764;0.3;181.75143
1970-01-25;0.0;0.3;0.767;0.3;181.75429
1970-01-26;0.0;0.2;0.768;0.3;181.75714
1970-01-27;0.0;0.3;0.769;0.3;181.76
1970-01-28;0.0;0.2;0.767;0.3;181.75
1970-01-29;0.1;0.4;0.764;0.3;181.73999
1970-01-30;1.2;0.2;0.765;0.3;181.73
1970-01-31;0.1;0.4;0.771;0.3;181.72
1970-02-01;0.1;0.3;0.768;0.3;181.71
1970-02-02;0.1;0.5;0.789;0.3;181.7
1970-02-03;0.0;1.1;0.819;0.4;181.69
1970-02-04;0.0;1.1;0.838;0.4;181.76143
1970-02-05;0.0;0.6;0.845;0.5;181.83286
1970-02-06;0.1;0.8;0.844;0.5;181.90428
1970-02-07;0.1;0.8;0.849;0.5;181.97572
1970-02-08;0.0;1.9;0.905;0.7;182.04715
1970-02-09;0.0;2.1;0.947;0.9;182.11858
1970-02-10;1.5;1.3;0.971;1.1;182.19
1970-02-11;0.2;0.8;0.975;1.2;182.18143
1970-02-12;3.6;0.9;0.985;1.3;182.17287
1970-02-13;0.5;0.9;0.996;1.5;182.16429
1970-02-14;0.0;0.4;0.988;1.5;182.15572
1970-02-15;0.0;0.5;0.978;1.5;182.14714
1970-02-16;0.1;0.1;0.97;1.4;182.13858
1970-02-17;0.3;0.2;0.964;1.3;182.13
1970-02-18;0.7;0.5;0.961;1.2;182.1543
1970-02-19;0.0;0.4;0.963;1.1;182.17857
1970-02-20;0.0;1.3;0.974;1.1;182.20287
1970-02-21;0.0;0.8;0.99;1.2;182.22714
1970-02-22;0.0;1.6;1.007;1.4;182.25143
1970-02-23;0.6;1.3;1.024;1.6;182.27571
1970-02-24;5.2;0.3;1.058;2.0;182.3
1970-02-25;1.1;1.0;1.057;2.3;182.28285
1970-02-26;0.0;0.5;1.048;2.4;182.26572
1970-02-27;1.1;0.7;1.034;2.3;182.24857
1970-02-28;0.1;0.2;1.024;2.2;182.23143
1970-03-01;0.0;0.7;1.014;2.0;182.21428
1970-03-02;0.6;0.2;1.005;1.8;182.19714
1970-03-03;0.1;0.6;0.996;1.7;182.18
1970-03-04;0.5;0.7;0.986;1.6;182.1457
1970-03-05;0.5;0.2;0.98;1.4;182.11142
1970-03-06;0.1;0.6;0.973;1.4;182.07713
1970-03-07;1.9;0.8;0.965;1.3;182.04286
1970-03-08;1.0;1.0;0.966;1.2;182.00858
1970-03-09;0.2;0.4;0.961;1.2;181.97429
1970-03-10;0.0;1.1;0.952;1.1;181.94
1970-03-11;0.0;0.4;0.944;1.1;181.91714
1970-03-12;0.0;1.1;0.934;1.0;181.89429
1970-03-13;0.0;1.3;0.924;1.0;181.87143
1970-03-14;0.0;1.8;0.912;0.9;181.84857
1970-03-15;0.0;1.2;0.9;0.9;181.82571
1970-03-16;0.0;1.4;0.89;0.8;181.80286
1970-03-17;0.0;0.7;0.883;0.8;181.78
1970-03-18;0.0;1.9;0.889;0.7;181.78285
1970-03-19;0.0;1.6;0.896;0.7;181.78572
1970-03-20;0.0;0.6;0.891;0.7;181.78857
1970-03-21;0.0;1.3;0.883;0.7;181.79143
1970-03-22;0.0;0.0;0.883;0.7;181.79428
1970-03-23;0.0;0.3;0.895;0.6;181.79715
1970-03-24;0.0;0.6;0.893;0.6;181.8
1970-03-25;0.0;1.2;0.885;0.6;181.78857
1970-03-26;0.0;0.9;0.878;0.6;181.77715
1970-03-27;0.7;0.3;0.873;0.6;181.76572
1970-03-28;0.1;1.0;0.868;0.6;181.75429
1970-03-29;0.0;0.7;0.863;0.6;181.74286
1970-03-30;0.0;1.6;0.854;0.6;181.73143
1970-03-31;0.0;2.0;0.857;0.5;181.72
1970-04-01;1.2;1.0;0.873;0.5;181.72
1970-04-02;0.2;1.5;0.878;0.5;181.72
1970-04-03;0.0;1.6;0.871;0.5;181.72
1970-04-04;0.5;1.2;0.866;0.5;181.72
1970-04-05;0.2;0.9;0.864;0.5;181.72
1970-04-06;0.0;0.8;0.859;0.5;181.72
1970-04-07;0.0;0.4;0.859;0.5;181.72
1970-04-08;0.0;0.8;0.857;0.5;181.72
1970-04-09;0.0;1.2;0.856;0.5;181.72
1970-04-10;0.1;1.3;0.848;0.5;181.72
1970-04-11;0.0;2.2;0.837;0.5;181.72
1970-04-12;0.0;0.4;0.837;0.5;181.72
1970-04-13;0.0;2.2;0.851;0.5;181.72
1970-04-14;0.0;0.7;0.851;0.5;181.72
1970-04-15;0.0;2.2;0.842;0.4;181.73714
1970-04-16;0.0;1.9;0.83;0.4;181.75429
1970-04-17;0.0;1.2;0.821;0.4;181.77142
1970-04-18;0.0;3.4;0.806;0.4;181.78857
1970-04-19;0.0;0.8;0.827;0.4;181.80571
1970-04-20;0.0;2.0;0.851;0.4;181.82286
1970-04-21;0.0;3.4;0.835;0.4;181.84
1970-04-22;0.0;1.8;0.823;0.4;181.83714
1970-04-23;0.0;3.6;0.808;0.4;181.83429
1970-04-24;0.0;2.3;0.801;0.4;181.83144
1970-04-25;0.0;3.3;0.789;0.4;181.82857
1970-04-26;0.0;1.0;0.791;0.4;181.82571
1970-04-27;0.0;1.4;0.789;0.3;181.82286
1970-04-28;0.0;1.5;0.79;0.3;181.82
1970-04-29;0.5;1.4;0.788;0.3;181.81143
1970-04-30;0.0;0.9;0.793;0.3;181.80286
1970-05-01;0.0;1.7;0.796;0.3;181.79428
1970-05-02;0.0;0.6;0.799;0.3;181.78572
1970-05-03;0.0;1.0;0.806;0.3;181.77715
1970-05-04;0.0;2.8;0.795;0.3;181.76857
1970-05-05;0.0;3.5;0.777;0.3;181.76
1970-05-06;0.0;2.0;0.767;0.3;181.75429
1970-05-07;0.0;3.3;0.772;0.3;181.74857
1970-05-08;0.0;1.4;0.761;0.3;181.74286
1970-05-09;0.0;1.9;0.752;0.3;181.73714
1970-05-10;0.0;1.1;0.757;0.3;181.73143
1970-05-11;0.0;1.6;0.803;0.3;181.72571
1970-05-12;0.0;1.1;0.803;0.2;181.72
1970-05-13;0.0;1.4;0.8;0.2;181.72714
1970-05-14;0.0;3.5;0.787;0.3;181.73428
1970-05-15;0.0;3.2;0.793;0.3;181.74142
1970-05-16;0.0;1.9;0.787;0.3;181.74858
1970-05-17;0.0;0.8;0.804;0.3;181.75572
1970-05-18;0.0;4.9;0.815;0.3;181.76286
1970-05-19;0.0;4.4;0.792;0.3;181.77
1970-05-20;0.0;1.4;0.783;0.3;181.75143
1970-05-21;0.0;2.2;0.776;0.3;181.73286
1970-05-22;0.0;1.7;0.781;0.3;181.7143
1970-05-23;0.0;1.1;0.776;0.3;181.69571
1970-05-24;0.0;3.3;0.762;0.3;181.67714
1970-05-25;0.0;3.0;0.747;0.3;181.65857
1970-05-26;0.0;3.4;0.73;0.2;181.64
1970-05-27;0.0;3.2;0.714;0.2;181.62428
1970-05-28;0.0;3.6;0.696;0.2;181.60857
1970-05-29;0.0;1.8;0.688;0.2;181.59285
1970-05-30;0.0;1.6;0.691;0.2;181.57715
1970-05-31;0.0;1.3;0.684;0.2;181.56143
1970-06-01;0.0;3.1;0.671;0.2;181.54572
1970-06-02;0.0;2.1;0.66;0.2;181.53
1970-06-03;0.0;4.7;0.64;0.2;181.51857
1970-06-04;0.0;3.0;0.622;0.2;181.50714
1970-06-05;0.0;1.2;0.613;0.1;181.49571
1970-06-06;0.0;2.7;0.601;0.1;181.48428
1970-06-07;0.0;2.6;0.59;0.1;181.47285
1970-06-08;0.0;3.7;0.574;0.1;181.46143
1970-06-09;0.0;3.1;0.574;0.1;181.45
1970-06-10;0.0;1.6;0.574;0.1;181.44714
1970-06-11;0.0;4.1;0.564;0.1;181.44427
1970-06-12;0.0;5.0;0.557;0.1;181.44142
1970-06-13;0.0;4.5;0.537;0.1;181.43857
1970-06-14;0.0;3.2;0.52;0.1;181.43571
1970-06-15;0.0;3.7;0.529;0.1;181.43285
1970-06-16;0.0;3.5;0.558;0.1;181.43
1970-06-17;0.0;3.9;0.642;0.3;181.45999
1970-06-18;0.0;1.5;0.764;0.4;181.48999
1970-06-19;0.0;1.9;0.787;0.2;181.51999
1970-06-20;0.0;3.6;0.774;0.1;181.55
1970-06-21;0.0;4.4;0.753;0.1;181.58
1970-06-22;0.0;4.8;0.732;0.1;181.61
1970-06-23;0.0;5.2;0.715;0.1;181.64
1970-06-24;0.0;1.3;0.733;0.1;181.62572
1970-06-25;0.0;2.1;0.728;0.1;181.61142
1970-06-26;0.0;5.0;0.708;0.1;181.59714
1970-06-27;0.0;4.3;0.689;0.1;181.58286
1970-06-28;0.0;1.9;0.711;0.1;181.56857
1970-06-29;0.0;1.6;0.714;0.1;181.55428
1970-06-30;0.0;3.7;0.703;0.1;181.54
1970-07-01;0.0;3.2;0.689;0.1;181.53285
1970-07-02;0.0;3.3;0.682;0.1;181.52571
1970-07-03;0.0;2.5;0.68;0.1;181.51857
1970-07-04;0.0;2.3;0.673;0.1;181.51143
1970-07-05;0.0;1.7;0.664;0.1;181.50429
1970-07-06;0.0;4.1;0.647;0.1;181.49715
1970-07-07;0.0;4.4;0.626;0.1;181.49
1970-07-08;0.0;3.8;0.608;0.1;181.48001
1970-07-09;0.0;3.9;0.611;0.1;181.47
1970-07-10;0.0;4.9;0.617;0.1;181.46
1970-07-11;0.0;3.9;0.597;0.1;181.45
1970-07-12;0.0;4.4;0.577;0.1;181.44
1970-07-13;0.0;4.5;0.555;0.1;181.43
1970-07-14;0.0;5.7;0.534;0.1;181.42
1970-07-15;0.0;3.3;0.532;0.1;181.41571
1970-07-16;0.0;1.4;0.537;0.1;181.41142
1970-07-17;0.0;2.4;0.532;0.1;181.40714
1970-07-18;0.0;2.3;0.521;0.1;181.40286
1970-07-19;0.0;3.1;0.507;0.1;181.39857
1970-07-20;0.0;1.3;0.51;0.1;181.39429
1970-07-21;0.0;2.2;0.504;0.1;181.39
1970-07-22;0.0;3.6;0.488;0.1;181.38857
1970-07-23;0.0;3.6;0.47;0.1;181.38715
1970-07-24;0.0;4.2;0.464;0.1;181.38571
1970-07-25;0.0;4.1;0.505;0.1;181.3843
1970-07-26;0.0;3.0;0.49;0.1;181.38286
1970-07-27;0.0;2.4;0.479;0.0;181.38144
1970-07-28;0.0;4.3;0.46;0.0;181.38
1970-07-29;0.0;1.4;0.453;0.0;181.37428
1970-07-30;0.0;3.6;0.443;0.0;181.36858
1970-07-31;0.0;3.4;0.427;0.0;181.36285
1970-08-01;0.0;2.7;0.413;0.0;181.35715
1970-08-02;0.0;2.9;0.399;0.0;181.35143
1970-08-03;0.0;2.8;0.387;0.0;181.34572
1970-08-04;0.0;2.7;0.374;0.0;181.34
1970-08-05;0.0;2.7;0.362;0.0;181.33571
1970-08-06;0.0;2.4;0.355;0.0;181.33142
1970-08-07;0.0;2.9;0.391;0.0;181.32713
1970-08-08;0.0;3.2;0.378;0.0;181.32286
1970-08-09;0.0;1.1;0.37;0.0;181.31857
1970-08-10;0.0;2.4;0.36;0.0;181.31429
1970-08-11;0.0;0.8;0.355;0.0;181.31
1970-08-12;0.0;2.5;0.347;0.0;181.30571
1970-08-13;0.0;2.4;0.335;0.0;181.30142
1970-08-14;0.0;1.3;0.329;0.0;181.29713
1970-08-15;0.0;2.1;0.326;0.0;181.29286
1970-08-16;0.0;1.0;0.322;0.0;181.28857
1970-08-17;0.0;2.3;0.317;0.0;181.28429
1970-08-18;0.0;1.7;0.308;0.0;181.28
1970-08-19;0.0;2.0;0.315;0.0;181.28857
1970-08-20;0.0;0.9;0.38;0.0;181.29713
1970-08-21;0.0;0.6;0.379;0.0;181.30571
1970-08-22;0.0;2.5;0.371;0.0;181.31429
1970-08-23;0.0;1.3;0.368;0.0;181.32286
1970-08-24;0.0;1.1;0.387;0.0;181.33142
1970-08-25;0.0;2.5;0.38;0.0;181.34
1970-08-26;0.0;1.6;0.371;0.0;181.34
1970-08-27;0.0;1.5;0.364;0.0;181.34
1970-08-28;0.0;2.7;0.353;0.0;181.34
1970-08-29;0.0;0.2;0.354;0.0;181.34
1970-08-30;0.0;1.1;0.371;0.0;181.34
1970-08-31;0.0;1.8;0.379;0.0;181.34
1970-09-01;0.0;2.0;0.381;0.0;181.34
1970-09-02;0.0;2.4;0.37;0.0;181.33429
1970-09-03;0.0;0.6;0.365;0.0;181.32857
1970-09-04;0.0;2.1;0.359;0.0;181.32286
1970-09-05;0.0;2.3;0.349;0.0;181.31714
1970-09-06;0.0;1.8;0.34;0.0;181.31143
1970-09-07;0.0;2.0;0.331;0.0;181.30571
1970-09-08;0.0;1.3;0.325;0.0;181.3
1970-09-09;0.0;1.8;0.318;0.0;181.30714
1970-09-10;0.0;1.8;0.312;0.0;181.31429
1970-09-11;0.0;1.0;0.371;0.0;181.32143
1970-09-12;0.0;1.2;0.387;0.0;181.32858
1970-09-13;0.0;2.5;0.393;0.0;181.33572
1970-09-14;0.0;2.4;0.382;0.0;181.34286
1970-09-15;0.0;2.9;0.378;0.0;181.35
1970-09-16;0.0;2.3;0.419;0.0;181.34715
1970-09-17;0.0;1.6;0.412;0.0;181.34428
1970-09-18;0.0;2.5;0.401;0.0;181.34143
1970-09-19;0.0;1.7;0.392;0.0;181.33858
1970-09-20;0.0;2.6;0.38;0.0;181.33572
1970-09-21;0.0;1.8;0.37;0.0;181.33286
1970-09-22;0.0;0.5;0.367;0.0;181.33
1970-09-23;0.0;1.9;0.36;0.0;181.32571
1970-09-24;0.0;1.7;0.351;0.0;181.32143
1970-09-25;0.0;1.6;0.343;0.0;181.31714
1970-09-26;0.0;0.9;0.338;0.0;181.31287
1970-09-27;0.0;0.8;0.334;0.0;181.30858
1970-09-28;0.0;0.7;0.33;0.0;181.30429
1970-09-29;0.0;1.2;0.325;0.0;181.3
1970-09-30;0.0;0.7;0.329;0.0;181.30858
1970-10-01;0.0;1.5;0.333;0.0;181.31714
1970-10-02;0.0;1.8;0.345;0.0;181.32571
1970-10-03;0.0;1.5;0.36;0.0;181.33429
1970-10-04;0.0;0.6;0.364;0.0;181.34286
1970-10-05;0.0;1.4;0.361;0.0;181.35143
1970-10-06;0.0;1.7;0.354;0.0;181.36
1970-10-07;0.0;0.2;0.352;0.0;181.36285
1970-10-08;0.0;0.4;0.355;0.0;181.36572
1970-10-09;0.0;0.5;0.37;0.0;181.36858
1970-10-10;0.0;0.6;0.369;0.0;181.37143
1970-10-11;0.0;0.9;0.366;0.0;181.37428
1970-10-12;0.0;0.7;0.364;0.0;181.37715
1970-10-13;0.0;0.5;0.361;0.0;181.38
1970-10-14;0.0;0.4;0.36;0.0;181.37715
1970-10-15;0.0;1.2;0.355;0.0;181.37428
1970-10-16;0.0;1.4;0.349;0.0;181.37143
1970-10-17;0.0;1.0;0.343;0.0;181.36858
1970-10-18;0.0;0.6;0.34;0.0;181.36572
1970-10-19;0.0;1.0;0.341;0.0;181.36285
1970-10-20;0.0;0.9;0.358;0.0;181.36
1970-10-21;0.0;0.6;0.363;0.0;181.36285
1970-10-22;0.0;0.8;0.367;0.0;181.36572
1970-10-23;0.0;0.0;0.373;0.0;181.36858
1970-10-24;0.0;0.3;0.372;0.0;181.37143
1970-10-25;0.0;0.5;0.37;0.0;181.37428
1970-10-26;0.0;0.6;0.367;0.0;181.37715
1970-10-27;0.0;0.5;0.365;0.0;181.38
1970-10-28;0.0;0.8;0.361;0.0;181.37572
1970-10-29;0.0;0.6;0.358;0.0;181.37143
1970-10-30;0.0;0.6;0.355;0.0;181.36714
1970-10-31;0.0;0.0;0.354;0.0;181.36287
1970-11-01;0.0;0.7;0.352;0.0;181.35858
1970-11-02;0.0;0.5;0.349;0.0;181.3543
1970-11-03;0.0;0.7;0.346;0.0;181.35
1970-11-04;0.0;0.4;0.344;0.0;181.34857
1970-11-05;0.0;0.3;0.343;0.0;181.34715
1970-11-06;0.0;0.3;0.341;0.0;181.34572
1970-11-07;0.0;0.0;0.346;0.0;181.34428
1970-11-08;0.0;0.2;0.366;0.0;181.34285
1970-11-09;0.0;0.9;0.368;0.0;181.34143
1970-11-10;0.0;0.5;0.377;0.0;181.34
1970-11-11;0.0;0.2;0.376;0.0;181.34857
1970-11-12;0.0;1.2;0.374;0.0;181.35713
1970-11-13;0.0;0.3;0.396;0.0;181.3657
1970-11-14;0.0;0.7;0.427;0.0;181.37428
1970-11-15;0.0;0.9;0.429;0.0;181.38286
1970-11-16;0.0;0.6;0.428;0.0;181.39142
1970-11-17;0.0;0.1;0.435;0.0;181.4
1970-11-18;0.0;0.1;0.469;0.1;181.41714
1970-11-19;0.0;0.4;0.511;0.2;181.43428
1970-11-20;0.0;0.7;0.518;0.1;181.45143
1970-11-21;0.0;0.1;0.522;0.1;181.46857
1970-11-22;0.0;0.3;0.522;0.0;181.48572
1970-11-23;0.0;0.3;0.521;0.0;181.50285
1970-11-24;0.0;0.6;0.518;0.0;181.52
1970-11-25;0.0;0.7;0.514;0.0;181.51572
1970-11-26;0.0;0.6;0.512;0.0;181.51143
1970-11-27;0.0;0.4;0.51;0.0;181.50714
1970-11-28;0.0;0.4;0.507;0.0;181.50287
1970-11-29;0.0;0.1;0.521;0.0;181.49858
1970-11-30;0.0;0.8;0.566;0.1;181.4943
1970-12-01;0.0;0.8;0.574;0.1;181.49
1970-12-02;0.0;0.7;0.577;0.1;181.49715
1970-12-03;0.0;0.9;0.584;0.1;181.50429
1970-12-04;0.0;0.0;0.587;0.1;181.51143
1970-12-05;0.0;0.3;0.59;0.1;181.51857
1970-12-06;0.0;0.1;0.59;0.1;181.52571
1970-12-07;0.0;0.0;0.592;0.1;181.53285
1970-12-08;0.0;0.0;0.592;0.1;181.54
1970-12-09;0.0;0.4;0.591;0.1;181.52571
1970-12-10;0.0;0.6;0.588;0.1;181.51143
1970-12-11;0.0;0.5;0.585;0.1;181.49715
1970-12-12;0.0;0.1;0.584;0.1;181.48285
1970-12-13;0.0;0.1;0.583;0.1;181.46857
1970-12-14;0.1;0.0;0.583;0.1;181.45428
1970-12-15;0.0;0.1;0.583;0.1;181.44
1970-12-16;0.0;0.4;0.581;0.1;181.43001
1970-12-17;0.0;0.2;0.58;0.1;181.42
1970-12-18;0.0;0.0;0.58;0.1;181.41
1970-12-19;0.0;0.2;0.579;0.1;181.4
1970-12-20;0.3;0.3;0.577;0.1;181.39
1970-12-21;0.6;0.2;0.582;0.1;181.37999
1970-12-22;1.9;0.2;0.582;0.1;181.37
1970-12-23;0.0;0.2;0.582;0.1;181.36429
1970-12-24;0.0;0.2;0.582;0.1;181.35857
1970-12-25;0.0;0.0;0.581;0.1;181.35286
1970-12-26;0.0;0.0;0.581;0.1;181.34714
1970-12-27;0.0;0.1;0.581;0.1;181.34143
1970-12-28;3.3;0.0;0.58;0.1;181.33571
1970-12-29;3.4;0.0;0.58;0.1;181.33
1970-12-30;0.9;0.0;0.58;0.1;181.32428
1970-12-31;0.2;0.0;0.58;0.1;181.31857
1971-01-01;0.1;0.0;0.579;0.1;181.31285
1971-01-02;0.0;0.0;0.579;0.1;181.30714
1971-01-03;0.0;0.0;0.579;0.1;181.30142
1971-01-04;0.0;0.0;0.579;0.1;181.29572
1971-01-05;0.0;0.0;0.578;0.0;181.29
1971-01-06;0.0;0.1;0.578;0.0;181.28856
1971-01-07;0.0;0.0;0.578;0.0;181.28714
1971-01-08;0.0;0.0;0.578;0.0;181.2857
1971-01-09;0.0;0.0;0.58;0.0;181.28429
1971-01-10;0.0;0.1;0.581;0.0;181.28285
1971-01-11;0.0;0.0;0.581;0.0;181.28143
1971-01-12;0.0;0.0;0.58;0.0;181.28
1971-01-13;0.0;0.1;0.58;0.0;181.27856
1971-01-14;0.0;0.0;0.58;0.0;181.27715
1971-01-15;0.0;0.0;0.58;0.0;181.27571
1971-01-16;0.0;0.0;0.582;0.0;181.27429
1971-01-17;0.0;0.0;0.582;0.0;181.27286
1971-01-18;0.6;0.1;0.583;0.0;181.27144
1971-01-19;0.0;0.0;0.614;0.0;181.27
1971-01-20;0.0;-0.1;0.633;0.0;181.27571
1971-01-21;0.0;0.0;0.636;0.0;181.28143
1971-01-22;0.0;0.7;0.643;0.1;181.28714
1971-01-23;0.0;0.4;0.653;0.1;181.29286
1971-01-24;0.0;1.2;0.666;0.1;181.29857
1971-01-25;0.0;0.5;0.676;0.1;181.30429
1971-01-26;0.0;0.9;0.687;0.1;181.31
1971-01-27;0.0;0.9;0.708;0.2;181.33429
1971-01-28;0.0;0.3;0.72;0.2;181.35857
1971-01-29;0.0;0.5;0.721;0.2;181.38286
1971-01-30;0.0;0.0;0.72;0.1;181.40714
1971-01-31;0.0;0.2;0.718;0.1;181.43143
1971-02-01;0.0;0.2;0.717;0.1;181.4557
1971-02-02;0.0;0.7;0.713;0.1;181.48
1971-02-03;1.7;0.1;0.712;0.1;181.46286
1971-02-04;0.1;0.1;0.721;0.1;181.44571
1971-02-05;0.0;0.6;0.72;0.2;181.42857
1971-02-06;0.0;0.6;0.716;0.2;181.41142
1971-02-07;0.0;0.4;0.713;0.2;181.39429
1971-02-08;0.0;0.3;0.71;0.2;181.37714
1971-02-09;0.0;0.2;0.708;0.2;181.36
1971-02-10;0.0;0.4;0.706;0.2;181.35286
1971-02-11;0.0;0.5;0.703;0.2;181.34572
1971-02-12;0.0;0.3;0.7;0.2;181.33858
1971-02-13;0.0;0.2;0.699;0.2;181.33142
1971-02-14;0.0;0.8;0.696;0.2;181.32428
1971-02-15;0.0;0.4;0.696;0.2;181.31714
1971-02-16;0.0;0.4;0.714;0.2;181.31
1971-02-17;0.0;0.9;0.711;0.2;181.30714
1971-02-18;0.0;0.7;0.719;0.2;181.30428
1971-02-19;0.0;0.2;0.724;0.2;181.30142
1971-02-20;0.0;0.4;0.722;0.2;181.29857
1971-02-21;0.0;0.4;0.72;0.2;181.29572
1971-02-22;0.3;0.7;0.723;0.2;181.29285
1971-02-23;0.1;0.7;0.721;0.2;181.29
1971-02-24;0.0;0.6;0.717;0.2;181.28714
1971-02-25;0.0;0.3;0.715;0.2;181.28429
1971-02-26;0.0;0.6;0.712;0.2;181.28143
1971-02-27;0.0;0.8;0.708;0.2;181.27856
1971-02-28;0.1;0.6;0.704;0.2;181.27571
1971-03-01;0.3;0.3;0.702;0.2;181.27286
1971-03-02;1.1;0.4;0.701;0.2;181.27
1971-03-03;0.1;0.0;0.7;0.2;181.26572
1971-03-04;0.1;0.4;0.699;0.2;181.26143
1971-03-05;0.1;0.2;0.698;0.1;181.25714
1971-03-06;0.2;0.2;0.697;0.1;181.25287
1971-03-07;0.0;0.1;0.696;0.1;181.24858
1971-03-08;0.0;0.6;0.696;0.1;181.2443
1971-03-09;0.6;0.7;0.693;0.1;181.24
1971-03-10;0.1;0.5;0.694;0.1;181.23715
1971-03-11;0.0;0.0;0.693;0.1;181.23428
1971-03-12;0.0;0.0;0.692;0.1;181.23143
1971-03-13;0.0;1.3;0.687;0.1;181.22858
1971-03-14;0.0;0.0;0.686;0.1;181.22572
1971-03-15;0.0;0.3;0.698;0.1;181.22285
1971-03-16;0.0;1.3;0.7;0.1;181.22
1971-03-17;0.0;0.9;0.695;0.1;181.23
1971-03-18;0.0;0.2;0.701;0.1;181.24
1971-03-19;0.0;1.3;0.721;0.1;181.25
1971-03-20;0.0;0.8;0.718;0.1;181.26
1971-03-21;0.0;0.4;0.715;0.1;181.26999
1971-03-22;0.1;1.2;0.745;0.2;181.28
1971-03-23;0.0;0.7;0.771;0.2;181.29
1971-03-24;0.0;1.1;0.765;0.2;181.29999
1971-03-25;0.0;0.8;0.764;0.2;181.31
1971-03-26;0.0;0.2;0.777;0.2;181.31999
1971-03-27;0.0;1.3;0.779;0.2;181.33
1971-03-28;0.0;1.7;0.771;0.2;181.34
1971-03-29;0.0;1.9;0.761;0.2;181.35
1971-03-30;0.0;1.7;0.752;0.2;181.36
1971-03-31;0.0;2.2;0.741;0.2;181.35
1971-04-01;0.0;2.4;0.729;0.2;181.34
1971-04-02;0.0;1.5;0.72;0.2;181.33
1971-04-03;0.0;1.7;0.711;0.2;181.31999
1971-04-04;0.0;0.8;0.707;0.2;181.31
1971-04-05;0.0;1.8;0.71;0.2;181.29999
1971-04-06;0.0;1.1;0.71;0.2;181.29
1971-04-07;0.0;1.9;0.702;0.2;181.2857
1971-04-08;0.0;1.8;0.693;0.2;181.28142
1971-04-09;0.0;1.5;0.685;0.2;181.27713
1971-04-10;0.0;3.0;0.672;0.2;181.27286
1971-04-11;0.0;2.2;0.659;0.2;181.26857
1971-04-12;0.0;2.7;0.647;0.1;181.26428
1971-04-13;0.0;2.8;0.633;0.1;181.26
1971-04-14;0.0;2.8;0.618;0.1;181.25285
1971-04-15;0.0;2.3;0.606;0.1;181.24571
1971-04-16;0.0;1.9;0.596;0.1;181.23857
1971-04-17;0.0;1.6;0.587;0.1;181.23143
1971-04-18;0.0;2.1;0.577;0.1;181.22429
1971-04-19;0.0;1.9;0.568;0.1;181.21715
1971-04-20;0.0;2.1;0.56;0.1;181.21
1971-04-21;0.0;2.2;0.55;0.1;181.20715
1971-04-22;0.0;1.8;0.542;0.1;181.20428
1971-04-23;0.0;1.9;0.534;0.1;181.20143
1971-04-24;0.0;0.8;0.538;0.1;181.19858
1971-04-25;0.0;0.7;0.534;0.1;181.19572
1971-04-26;0.0;0.5;0.533;0.1;181.19286
1971-04-27;0.0;1.1;0.536;0.1;181.19
1971-04-28;0.0;2.1;0.534;0.1;181.18571
1971-04-29;0.0;2.6;0.522;0.1;181.18143
1971-04-30;0.0;1.6;0.513;0.1;181.17714
1971-05-01;0.0;0.5;0.512;0.1;181.17287
1971-05-02;0.0;0.3;0.517;0.1;181.16858
1971-05-03;0.0;0.9;0.515;0.1;181.16429
1971-05-04;0.0;1.0;0.51;0.1;181.16
1971-05-05;0.0;0.9;0.505;0.1;181.15143
1971-05-06;0.0;2.6;0.494;0.1;181.14287
1971-05-07;0.0;1.8;0.484;0.1;181.1343
1971-05-08;0.0;1.7;0.476;0.1;181.12572
1971-05-09;0.0;2.6;0.465;0.0;181.11714
1971-05-10;0.0;2.2;0.453;0.0;181.10858
1971-05-11;0.0;2.5;0.443;0.0;181.1
1971-05-12;0.0;2.1;0.443;0.0;181.09857
1971-05-13;0.0;2.8;0.436;0.0;181.09715
1971-05-14;0.0;2.3;0.428;0.0;181.09572
1971-05-15;0.0;2.9;0.423;0.0;181.09428
1971-05-16;0.0;2.5;0.412;0.0;181.09285
1971-05-17;0.0;1.5;0.404;0.0;181.09143
