Date;Pluie_Liq;ETR;Humid_sol;Drain;Q_Obs
1983-02-04;0.2;0.6;0.97;1.2;181.85286
1983-02-05;1.9;0.2;0.987;1.3;181.87714
1983-02-06;0.0;0.3;0.992;1.3;181.90143
1983-02-07;0.7;0.4;0.991;1.4;181.9257
1983-02-08;0.9;0.2;0.989;1.4;181.95
1983-02-09;1.3;0.1;0.987;1.4;181.92714
1983-02-10;2.2;0.2;0.984;1.4;181.90428
1983-02-11;0.9;0.1;0.977;1.4;181.88142
1983-02-12;0.4;0.0;0.971;1.3;181.85857
1983-02-13;0.0;0.0;0.966;1.2;181.83571
1983-02-14;0.1;0.0;0.96;1.2;181.81285
1983-02-15;0.0;0.1;0.955;1.1;181.79
1983-02-16;0.0;0.3;0.95;1.0;181.76999
1983-02-17;0.0;0.2;0.945;1.0;181.75
1983-02-18;0.0;0.1;0.941;0.9;181.73
1983-02-19;0.0;0.1;0.937;0.9;181.70999
1983-02-20;0.0;0.0;0.933;0.8;181.68999
1983-02-21;0.0;0.1;0.928;0.8;181.67
1983-02-22;0.0;0.2;0.924;0.7;181.65
1983-02-23;0.0;0.1;0.92;0.7;181.65857
1983-02-24;0.3;0.1;0.916;0.7;181.66714
1983-02-25;0.0;0.2;0.931;0.6;181.67572
1983-02-26;0.0;0.1;0.942;0.6;181.68428
1983-02-27;0.0;0.7;0.943;0.7;181.69286
1983-02-28;0.0;1.0;0.943;0.6;181.70143
1983-03-01;0.9;0.7;0.939;0.7;181.71
1983-03-02;0.0;0.5;0.937;0.8;181.70287
1983-03-03;0.0;0.5;0.931;0.8;181.69572
1983-03-04;0.0;0.3;0.925;0.9;181.68858
1983-03-05;0.0;0.2;0.92;0.9;181.68143
1983-03-06;0.0;0.7;0.913;0.9;181.67429
1983-03-07;0.0;1.3;0.904;0.8;181.66714
1983-03-08;0.0;1.2;0.894;0.8;181.66
1983-03-09;0.0;1.8;0.883;0.8;181.65001
1983-03-10;0.0;1.5;0.871;0.7;181.64
1983-03-11;0.0;1.4;0.861;0.7;181.63
1983-03-12;0.0;2.2;0.85;0.7;181.62
1983-03-13;0.0;1.4;0.839;0.6;181.61
1983-03-14;0.0;0.5;0.838;0.6;181.59999
1983-03-15;0.0;1.1;0.876;0.5;181.59
1983-03-16;0.0;0.9;0.91;0.6;181.61142
1983-03-17;0.0;1.5;0.903;0.6;181.63286
1983-03-18;0.0;1.2;0.902;0.6;181.65428
1983-03-19;0.0;0.7;0.902;0.6;181.67572
1983-03-20;0.0;1.6;0.898;0.7;181.69714
1983-03-21;0.0;2.7;0.888;0.7;181.71858
1983-03-22;0.0;3.5;0.89;0.7;181.74
1983-03-23;0.0;2.1;0.883;0.7;181.74
1983-03-24;0.0;1.9;0.887;0.6;181.74
1983-03-25;0.0;1.8;0.906;0.7;181.74
1983-03-26;1.3;1.7;0.901;0.7;181.74
1983-03-27;0.0;1.2;0.9;0.7;181.74
1983-03-28;0.5;1.4;0.892;0.7;181.74
1983-03-29;0.0;1.6;0.884;0.7;181.74
1983-03-30;0.0;0.6;0.878;0.7;181.73428
1983-03-31;0.0;0.2;0.875;0.7;181.72858
1983-04-01;0.0;1.2;0.868;0.6;181.72285
1983-04-02;0.0;0.5;0.879;0.6;181.71715
1983-04-03;0.0;0.3;0.891;0.6;181.71143
1983-04-04;0.0;2.0;0.887;0.6;181.70572
1983-04-05;0.0;2.0;0.899;0.6;181.7
1983-04-06;0.0;2.2;0.924;0.7;181.77428
1983-04-07;0.0;1.6;0.948;0.8;181.84857
1983-04-08;0.0;1.9;0.99;1.0;181.92285
1983-04-09;0.0;1.3;1.032;1.4;181.99715
1983-04-10;0.0;0.6;1.06;1.8;182.07143
1983-04-11;0.0;1.9;1.047;2.2;182.14572
1983-04-12;0.0;1.2;1.034;2.3;182.22
1983-04-13;0.0;1.9;1.023;2.2;182.19714
1983-04-14;0.0;1.0;1.009;2.0;182.17429
1983-04-15;0.0;0.5;1.005;1.9;182.15143
1983-04-16;0.0;3.1;0.985;1.7;182.12857
1983-04-17;0.0;0.4;0.971;1.6;182.10571
1983-04-18;0.0;0.9;0.962;1.4;182.08286
1983-04-19;0.0;1.9;0.962;1.3;182.06
1983-04-20;0.0;2.3;0.967;1.3;182.03857
1983-04-21;0.0;1.7;0.962;1.2;182.01714
1983-04-22;0.0;3.5;0.958;1.2;181.99571
1983-04-23;0.0;1.1;0.952;1.2;181.97429
1983-04-24;0.0;2.3;0.959;1.1;181.95287
1983-04-25;0.0;0.3;0.951;1.1;181.93143
1983-04-26;0.0;0.8;0.943;1.1;181.91
1983-04-27;0.0;3.0;0.928;1.0;181.88571
1983-04-28;0.0;2.3;0.917;1.0;181.86143
1983-04-29;0.0;2.4;0.903;0.9;181.83714
1983-04-30;0.0;0.3;0.902;0.9;181.81287
1983-05-01;0.0;1.8;0.932;0.8;181.78857
1983-05-02;0.0;3.6;0.925;0.8;181.7643
1983-05-03;0.0;2.4;0.922;0.8;181.74
1983-05-04;0.0;2.5;0.926;0.8;181.73286
1983-05-05;0.0;3.0;0.911;0.8;181.72572
1983-05-06;0.0;1.1;0.9;0.8;181.71858
1983-05-07;0.0;2.1;0.899;0.8;181.71143
1983-05-08;0.0;2.6;0.893;0.8;181.70428
1983-05-09;0.0;2.1;0.882;0.7;181.69714
1983-05-10;0.0;1.4;0.882;0.7;181.69
1983-05-11;0.0;1.7;0.898;0.7;181.76572
1983-05-12;0.0;0.9;0.907;0.7;181.84143
1983-05-13;0.0;1.4;0.975;0.9;181.91714
1983-05-14;0.0;1.5;0.988;0.9;181.99286
1983-05-15;0.0;1.0;1.048;1.5;182.06857
1983-05-16;0.0;1.9;1.095;2.0;182.14429
1983-05-17;0.0;3.5;1.093;2.6;182.22
1983-05-18;0.0;4.1;1.071;2.9;182.21715
1983-05-19;0.0;2.9;1.057;2.7;182.21428
1983-05-20;0.0;0.9;1.04;2.5;182.21143
1983-05-21;0.0;1.2;1.032;2.3;182.20857
1983-05-22;0.0;0.9;1.018;2.1;182.20572
1983-05-23;0.0;1.3;1.04;2.0;182.20285
1983-05-24;0.0;1.7;1.117;2.6;182.2
1983-05-25;0.0;1.8;1.21;4.5;182.28667
1983-05-26;0.0;0.7;1.24;8.3;182.37334
1983-05-27;0.0;0.4;1.203;8.3;182.46
1983-05-28;0.0;3.4;1.157;6.6;182.4275
1983-05-29;0.0;1.9;1.118;5.1;182.395
1983-05-30;0.0;1.4;1.089;4.1;182.3625
1983-05-31;0.0;3.2;1.058;3.4;182.33
1983-06-01;0.0;1.9;1.037;2.8;182.29286
1983-06-02;0.0;3.6;1.015;2.4;182.25572
1983-06-03;0.0;3.4;0.988;2.0;182.21858
1983-06-04;0.0;4.2;0.96;1.8;182.18143
1983-06-05;0.0;2.9;0.936;1.5;182.14429
1983-06-06;0.0;2.4;0.938;1.3;182.10715
1983-06-07;0.0;4.3;0.917;1.2;182.07
1983-06-08;0.0;4.4;0.891;1.0;182.03716
1983-06-09;0.0;3.9;0.869;0.9;182.00429
1983-06-10;0.0;3.7;0.852;0.8;181.97144
1983-06-11;0.0;2.8;0.833;0.7;181.93857
1983-06-12;0.0;1.1;0.827;0.7;181.90572
1983-06-13;0.0;1.2;0.847;0.6;181.87285
1983-06-14;0.0;4.2;0.833;0.6;181.84
1983-06-15;0.0;3.8;0.812;0.5;181.82428
1983-06-16;0.0;3.6;0.792;0.5;181.80856
1983-06-17;0.0;3.5;0.774;0.4;181.79285
1983-06-18;0.0;3.5;0.755;0.4;181.77715
1983-06-19;0.0;4.1;0.733;0.4;181.76143
1983-06-20;0.0;3.5;0.714;0.3;181.74571
1983-06-21;0.0;0.7;0.709;0.3;181.73
1983-06-22;0.0;2.5;0.699;0.3;181.72285
1983-06-23;0.0;4.0;0.685;0.3;181.71571
1983-06-24;0.0;4.0;0.681;0.3;181.70857
1983-06-25;0.0;3.9;0.672;0.2;181.70142
1983-06-26;0.0;2.2;0.67;0.2;181.69427
1983-06-27;0.0;1.7;0.685;0.2;181.68713
1983-06-28;0.0;2.8;0.685;0.2;181.68
1983-06-29;0.0;3.6;0.668;0.2;181.67
1983-06-30;0.0;3.1;0.654;0.2;181.65999
1983-07-01;0.0;3.5;0.647;0.2;181.65
1983-07-02;0.0;3.8;0.629;0.2;181.64
1983-07-03;0.0;3.0;0.613;0.1;181.63
1983-07-04;0.0;4.3;0.595;0.1;181.62
1983-07-05;0.0;3.2;0.599;0.1;181.61
1983-07-06;0.0;4.3;0.648;0.1;181.61285
1983-07-07;0.0;3.0;0.69;0.1;181.61572
1983-07-08;0.0;3.0;0.678;0.1;181.61858
1983-07-09;0.0;3.3;0.706;0.1;181.62143
1983-07-10;0.0;5.4;0.688;0.1;181.62428
1983-07-11;0.0;5.6;0.661;0.1;181.62715
1983-07-12;0.0;5.3;0.634;0.1;181.63
1983-07-13;0.0;4.5;0.612;0.1;181.61858
1983-07-14;0.0;4.3;0.593;0.1;181.60715
1983-07-15;0.0;4.8;0.571;0.1;181.59572
1983-07-16;0.0;2.0;0.557;0.1;181.58429
1983-07-17;0.0;4.5;0.538;0.1;181.57286
1983-07-18;0.0;4.1;0.518;0.1;181.56143
1983-07-19;0.0;2.9;0.503;0.1;181.55
1983-07-20;0.0;3.7;0.49;0.1;181.54857
1983-07-21;0.0;3.8;0.472;0.1;181.54715
1983-07-22;0.0;3.2;0.455;0.1;181.54572
1983-07-23;0.0;3.4;0.459;0.1;181.54428
1983-07-24;0.0;3.6;0.465;0.1;181.54285
1983-07-25;0.0;3.2;0.449;0.1;181.54143
1983-07-26;0.0;1.8;0.439;0.1;181.54
1983-07-27;0.0;2.8;0.427;0.0;181.52713
1983-07-28;0.0;2.9;0.413;0.0;181.51428
1983-07-29;0.0;2.4;0.401;0.0;181.50142
1983-07-30;0.0;3.3;0.386;0.0;181.48857
1983-07-31;0.0;2.7;0.372;0.0;181.47571
1983-08-01;0.0;1.4;0.365;0.0;181.46286
1983-08-02;0.0;2.2;0.359;0.0;181.45
1983-08-03;0.0;1.2;0.356;0.0;181.44571
1983-08-04;0.0;1.9;0.352;0.0;181.44142
1983-08-05;0.0;0.3;0.349;0.0;181.43713
1983-08-06;0.0;0.4;0.348;0.0;181.43286
1983-08-07;0.0;1.7;0.344;0.0;181.42857
1983-08-08;0.0;2.5;0.333;0.0;181.42429
1983-08-09;0.0;1.9;0.323;0.0;181.42
1983-08-10;0.0;1.1;0.317;0.0;181.41142
1983-08-11;0.0;2.4;0.31;0.0;181.40286
1983-08-12;0.0;2.0;0.3;0.0;181.39429
1983-08-13;0.0;1.7;0.292;0.0;181.38571
1983-08-14;0.0;1.8;0.283;0.0;181.37714
1983-08-15;0.0;2.2;0.273;0.0;181.36858
1983-08-16;0.0;1.0;0.269;0.0;181.36
1983-08-17;0.0;2.2;0.267;0.0;181.3543
1983-08-18;0.0;1.9;0.258;0.0;181.34857
1983-08-19;0.0;2.0;0.249;0.0;181.34286
1983-08-20;0.0;2.0;0.242;0.0;181.33714
1983-08-21;0.0;2.5;0.241;0.0;181.33144
1983-08-22;0.0;2.0;0.234;0.0;181.32571
1983-08-23;0.0;1.0;0.229;0.0;181.32
1983-08-24;0.0;0.3;0.228;0.0;181.31857
1983-08-25;0.0;0.7;0.226;0.0;181.31715
1983-08-26;0.0;1.2;0.221;0.0;181.31572
1983-08-27;0.0;2.0;0.213;0.0;181.31429
1983-08-28;0.0;1.5;0.206;0.0;181.31285
1983-08-29;0.0;0.7;0.206;0.0;181.31143
1983-08-30;0.0;1.8;0.2;0.0;181.31
1983-08-31;0.0;1.6;0.194;0.0;181.31
1983-09-01;0.0;1.0;0.197;0.0;181.31
1983-09-02;0.0;2.4;0.2;0.0;181.31
1983-09-03;0.0;1.8;0.195;0.0;181.31
1983-09-04;0.0;1.6;0.196;0.0;181.31
1983-09-05;0.0;0.8;0.192;0.0;181.31
1983-09-06;0.0;0.9;0.188;0.0;181.31
1983-09-07;0.0;1.1;0.183;0.0;181.31714
1983-09-08;0.0;0.9;0.178;0.0;181.32428
1983-09-09;0.0;1.3;0.187;0.0;181.33142
1983-09-10;0.0;2.0;0.223;0.0;181.33858
1983-09-11;0.0;2.5;0.232;0.0;181.34572
1983-09-12;0.0;0.9;0.231;0.0;181.35286
1983-09-13;0.0;2.1;0.226;0.0;181.36
1983-09-14;0.0;0.9;0.221;0.0;181.37286
1983-09-15;0.0;1.8;0.228;0.0;181.38571
1983-09-16;0.0;1.3;0.3;0.0;181.39857
1983-09-17;0.0;0.8;0.328;0.1;181.41142
1983-09-18;0.0;2.1;0.321;0.0;181.42429
1983-09-19;0.0;2.5;0.314;0.0;181.43713
1983-09-20;0.0;2.2;0.322;0.0;181.45
1983-09-21;0.0;0.2;0.319;0.0;181.44286
1983-09-22;0.0;2.0;0.313;0.0;181.43571
1983-09-23;0.0;2.5;0.302;0.0;181.42857
1983-09-24;0.0;2.4;0.29;0.0;181.42142
1983-09-25;0.0;1.2;0.283;0.0;181.41428
1983-09-26;0.0;1.9;0.275;0.0;181.40714
1983-09-27;0.0;1.5;0.267;0.0;181.4
1983-09-28;0.0;0.7;0.262;0.0;181.40285
1983-09-29;0.0;1.3;0.257;0.0;181.40572
1983-09-30;0.0;1.1;0.253;0.0;181.40857
1983-10-01;0.0;0.6;0.257;0.0;181.41142
1983-10-02;0.0;0.3;0.255;0.0;181.41428
1983-10-03;0.0;1.2;0.25;0.0;181.41714
1983-10-04;0.0;1.2;0.245;0.0;181.42
1983-10-05;0.0;1.3;0.24;0.0;181.42
1983-10-06;0.0;1.0;0.246;0.0;181.42
1983-10-07;0.0;1.1;0.241;0.0;181.42
1983-10-08;0.0;0.8;0.239;0.0;181.42
1983-10-09;0.0;0.4;0.241;0.0;181.42
1983-10-10;0.0;1.3;0.238;0.0;181.42
1983-10-11;0.0;1.5;0.241;0.0;181.42
1983-10-12;0.0;0.7;0.244;0.0;181.42285
1983-10-13;0.0;0.9;0.24;0.0;181.42572
1983-10-14;0.0;0.7;0.249;0.0;181.42857
1983-10-15;0.0;1.5;0.259;0.0;181.43143
1983-10-16;0.0;1.5;0.269;0.0;181.43428
1983-10-17;0.0;1.7;0.277;0.0;181.43715
1983-10-18;0.0;0.6;0.277;0.0;181.44
1983-10-19;0.0;0.9;0.274;0.0;181.43857
1983-10-20;0.0;0.4;0.271;0.0;181.43715
1983-10-21;0.0;0.7;0.268;0.0;181.43571
1983-10-22;0.0;1.3;0.263;0.0;181.43428
1983-10-23;0.0;0.6;0.259;0.0;181.43285
1983-10-24;0.0;0.8;0.255;0.0;181.43143
1983-10-25;0.0;0.1;0.254;0.0;181.43
1983-10-26;0.0;0.4;0.252;0.0;181.42714
1983-10-27;0.0;1.4;0.247;0.0;181.42429
1983-10-28;0.0;0.7;0.243;0.0;181.42143
1983-10-29;0.0;1.0;0.252;0.0;181.41856
1983-10-30;0.0;0.6;0.262;0.0;181.41571
1983-10-31;0.0;0.3;0.26;0.0;181.41286
1983-11-01;0.0;0.7;0.257;0.0;181.41
1983-11-02;0.0;0.7;0.254;0.0;181.40715
1983-11-03;0.0;0.6;0.251;0.0;181.40428
1983-11-04;0.0;0.3;0.249;0.0;181.40143
1983-11-05;0.0;0.1;0.248;0.0;181.39857
1983-11-06;0.0;0.1;0.248;0.0;181.39572
1983-11-07;0.0;0.1;0.247;0.0;181.39285
1983-11-08;0.0;0.4;0.246;0.0;181.39
1983-11-09;0.0;0.1;0.245;0.0;181.39
1983-11-10;0.0;0.1;0.245;0.0;181.39
1983-11-11;0.0;0.1;0.244;0.0;181.39
1983-11-12;0.0;0.2;0.243;0.0;181.39
1983-11-13;0.0;0.4;0.242;0.0;181.39
1983-11-14;0.0;0.5;0.24;0.0;181.39
1983-11-15;0.0;0.2;0.238;0.0;181.39
1983-11-16;0.0;0.3;0.237;0.0;181.38857
1983-11-17;0.0;0.2;0.236;0.0;181.38715
1983-11-18;0.0;0.1;0.236;0.0;181.38571
1983-11-19;0.0;0.1;0.235;0.0;181.3843
1983-11-20;0.0;0.0;0.235;0.0;181.38286
1983-11-21;0.0;0.1;0.235;0.0;181.38144
1983-11-22;0.0;0.0;0.234;0.0;181.38
1983-11-23;0.0;0.1;0.234;0.0;181.4043
1983-11-24;0.0;0.1;0.234;0.0;181.42857
1983-11-25;0.0;0.6;0.253;0.0;181.45287
1983-11-26;0.0;1.3;0.294;0.0;181.47714
1983-11-27;0.0;2.0;0.342;0.0;181.50143
1983-11-28;0.0;0.7;0.39;0.1;181.52571
1983-11-29;0.0;0.4;0.401;0.1;181.55
1983-11-30;0.0;0.5;0.399;0.0;181.54857
1983-12-01;0.0;0.5;0.397;0.0;181.54715
1983-12-02;0.0;0.4;0.394;0.0;181.54572
1983-12-03;0.0;0.3;0.393;0.0;181.54428
1983-12-04;0.0;0.3;0.391;0.0;181.54285
1983-12-05;0.0;0.3;0.39;0.0;181.54143
1983-12-06;1.3;0.1;0.39;0.0;181.54
1983-12-07;0.2;0.0;0.393;0.0;181.53142
1983-12-08;0.0;0.1;0.395;0.0;181.52286
1983-12-09;0.0;0.1;0.397;0.0;181.51428
1983-12-10;0.2;0.1;0.408;0.0;181.5057
1983-12-11;0.0;0.2;0.409;0.0;181.49713
1983-12-12;0.4;0.1;0.409;0.0;181.48857
1983-12-13;0.0;0.2;0.41;0.0;181.48
1983-12-14;0.0;0.4;0.409;0.0;181.47856
1983-12-15;0.0;0.1;0.408;0.0;181.47714
1983-12-16;0.0;0.1;0.408;0.0;181.47571
1983-12-17;0.0;-0.1;0.408;0.0;181.47429
1983-12-18;0.0;0.0;0.412;0.0;181.47285
1983-12-19;0.0;-0.1;0.449;0.0;181.47144
1983-12-20;0.0;0.0;0.452;0.0;181.47
1983-12-21;0.0;0.0;0.466;0.1;181.48
1983-12-22;0.0;0.3;0.468;0.1;181.49
1983-12-23;0.0;0.6;0.476;0.1;181.5
1983-12-24;0.0;0.1;0.483;0.1;181.51
1983-12-25;0.0;0.7;0.484;0.0;181.51999
1983-12-26;0.0;1.2;0.515;0.1;181.53
1983-12-27;0.0;0.4;0.517;0.1;181.54
1983-12-28;0.0;0.5;0.514;0.0;181.53856
1983-12-29;0.0;0.4;0.512;0.0;181.53714
1983-12-30;0.0;0.2;0.511;0.0;181.5357
1983-12-31;0.0;0.3;0.51;0.0;181.53429
1984-01-01;0.0;0.7;0.507;0.0;181.53285
1984-01-02;0.0;0.5;0.505;0.0;181.53143
1984-01-03;0.0;1.2;0.518;0.0;181.53
1984-01-04;0.0;0.6;0.551;0.1;181.53285
1984-01-05;0.0;0.2;0.551;0.1;181.53572
1984-01-06;0.0;0.1;0.55;0.1;181.53857
1984-01-07;0.0;0.2;0.55;0.1;181.54143
1984-01-08;0.6;0.3;0.552;0.0;181.54428
1984-01-09;0.1;0.0;0.554;0.0;181.54715
1984-01-10;0.1;0.2;0.554;0.0;181.55
1984-01-11;0.1;0.3;0.553;0.0;181.59
1984-01-12;0.0;0.3;0.557;0.0;181.63
1984-01-13;0.0;0.7;0.565;0.1;181.67
1984-01-14;0.0;1.6;0.633;0.3;181.71
1984-01-15;0.0;0.9;0.65;0.2;181.75
1984-01-16;0.0;1.2;0.657;0.1;181.79001
1984-01-17;0.0;1.0;0.705;0.3;181.83
1984-01-18;0.0;0.7;0.708;0.2;181.86
1984-01-19;8.4;0.1;0.728;0.3;181.89
1984-01-20;0.0;0.3;0.756;0.3;181.92
1984-01-21;4.5;0.2;0.755;0.2;181.95
1984-01-22;5.2;0.0;0.769;0.2;181.98
1984-01-23;2.8;0.4;0.783;0.3;182.01
1984-01-24;2.7;0.4;0.829;0.5;182.04
1984-01-25;0.0;0.1;0.837;0.5;182.02142
1984-01-26;1.9;0.0;0.838;0.4;182.00285
1984-01-27;0.0;0.0;0.856;0.5;181.98428
1984-01-28;0.0;0.0;0.854;0.5;181.96571
1984-01-29;0.0;0.0;0.852;0.4;181.94714
1984-01-30;0.0;0.1;0.862;0.5;181.92857
1984-01-31;0.0;0.3;0.896;0.7;181.91
1984-02-01;0.0;0.7;0.898;0.7;181.90715
1984-02-02;0.0;0.5;0.898;0.7;181.90428
1984-02-03;0.0;1.1;0.898;0.7;181.90143
1984-02-04;0.0;0.3;0.906;0.8;181.89857
1984-02-05;0.0;0.7;0.901;0.8;181.89572
1984-02-06;0.0;3.2;0.929;0.9;181.89285
1984-02-07;1.1;1.1;0.97;1.1;181.89
1984-02-08;0.0;1.3;1.02;1.6;181.90857
1984-02-09;0.0;0.6;1.017;1.8;181.92714
1984-02-10;0.1;0.5;1.006;1.9;181.94571
1984-02-11;0.0;0.1;0.997;1.9;181.9643
1984-02-12;0.0;1.5;0.985;1.8;181.98286
1984-02-13;0.0;1.0;0.971;1.6;182.00143
1984-02-14;0.0;0.8;0.96;1.5;182.02
1984-02-15;0.0;0.9;0.949;1.3;181.98572
1984-02-16;0.0;0.7;0.94;1.2;181.95143
1984-02-17;0.0;0.6;0.931;1.1;181.91714
1984-02-18;0.0;0.7;0.923;1.0;181.88286
1984-02-19;0.0;0.6;0.916;1.0;181.84857
1984-02-20;0.5;0.1;0.912;0.9;181.81429
1984-02-21;0.0;0.0;0.909;0.8;181.78
1984-02-22;0.1;0.2;0.908;0.8;181.76428
1984-02-23;0.0;0.5;0.903;0.8;181.74857
1984-02-24;0.0;0.4;0.898;0.7;181.73285
1984-02-25;1.0;0.4;0.894;0.7;181.71715
1984-02-26;2.2;0.3;0.898;0.7;181.70143
1984-02-27;0.3;0.2;0.905;0.7;181.68571
1984-02-28;0.1;0.1;0.903;0.7;181.67
1984-02-29;0.0;0.2;0.899;0.7;181.65857
1984-03-01;0.0;0.7;0.893;0.7;181.64714
1984-03-02;0.7;0.5;0.897;0.7;181.63571
1984-03-03;1.2;0.6;0.905;0.7;181.62428
1984-03-04;0.0;1.3;0.903;0.7;181.61285
1984-03-05;0.0;0.9;0.895;0.7;181.60143
1984-03-06;0.0;1.1;0.887;0.7;181.59
1984-03-07;0.0;0.5;0.88;0.7;181.58429
1984-03-08;0.0;1.2;0.873;0.7;181.57857
1984-03-09;0.0;1.1;0.865;0.6;181.57286
1984-03-10;0.0;1.1;0.857;0.6;181.56714
1984-03-11;0.0;1.3;0.848;0.6;181.56143
1984-03-12;0.0;1.4;0.839;0.6;181.55571
1984-03-13;0.0;0.8;0.832;0.5;181.55
1984-03-14;0.0;1.6;0.823;0.5;181.54143
1984-03-15;0.0;1.6;0.813;0.5;181.53287
1984-03-16;0.0;1.6;0.803;0.4;181.52429
1984-03-17;0.0;1.7;0.793;0.4;181.51572
1984-03-18;0.0;1.5;0.784;0.4;181.50714
1984-03-19;0.0;1.8;0.774;0.4;181.49858
1984-03-20;0.0;1.6;0.764;0.4;181.49
1984-03-21;0.0;1.4;0.756;0.3;181.48715
1984-03-22;0.0;1.6;0.747;0.3;181.48428
1984-03-23;0.0;1.6;0.738;0.3;181.48143
1984-03-24;0.0;0.4;0.734;0.3;181.47858
1984-03-25;0.0;0.9;0.739;0.3;181.47572
1984-03-26;0.0;0.9;0.748;0.3;181.47285
1984-03-27;0.0;1.3;0.746;0.2;181.47
1984-03-28;0.0;0.7;0.758;0.2;181.47858
1984-03-29;0.0;0.7;0.762;0.2;181.48714
1984-03-30;0.0;0.9;0.761;0.2;181.49571
1984-03-31;0.0;1.2;0.758;0.2;181.50429
1984-04-01;0.0;0.7;0.786;0.2;181.51286
1984-04-02;0.1;0.2;0.792;0.2;181.52142
1984-04-03;0.9;0.1;0.793;0.2;181.53
1984-04-04;0.1;0.6;0.795;0.2;181.52571
1984-04-05;0.0;0.2;0.793;0.2;181.52142
1984-04-06;0.0;0.2;0.795;0.2;181.51714
1984-04-07;0.0;0.7;0.792;0.2;181.51286
1984-04-08;0.0;0.3;0.789;0.3;181.50858
1984-04-09;0.0;1.5;0.783;0.3;181.50429
1984-04-10;0.0;1.3;0.776;0.3;181.5
1984-04-11;0.0;1.1;0.77;0.3;181.4943
1984-04-12;0.0;0.2;0.767;0.3;181.48857
1984-04-13;0.0;2.2;0.758;0.3;181.48286
1984-04-14;0.0;3.0;0.744;0.2;181.47714
1984-04-15;0.0;2.8;0.729;0.2;181.47144
1984-04-16;0.0;0.7;0.74;0.2;181.46571
1984-04-17;0.0;1.9;0.738;0.2;181.46
1984-04-18;0.0;2.8;0.724;0.2;181.45857
1984-04-19;0.0;2.9;0.709;0.2;181.45715
1984-04-20;0.0;2.3;0.697;0.2;181.45572
1984-04-21;0.0;1.2;0.689;0.2;181.45428
1984-04-22;0.0;0.2;0.686;0.2;181.45285
1984-04-23;0.0;3.9;0.672;0.2;181.45143
1984-04-24;0.0;3.9;0.652;0.2;181.45
1984-04-25;0.0;3.2;0.635;0.2;181.4475
1984-04-26;0.0;2.3;0.622;0.2;181.44499
1984-04-27;0.0;2.5;0.61;0.1;181.44249
1984-04-28;0.0;2.2;0.599;0.1;181.44
1984-04-29;0.0;1.9;0.589;0.1;181.4375
1984-04-30;0.0;1.7;0.579;0.1;181.435
1984-05-01;0.0;1.8;0.57;0.1;181.4325
1984-05-02;0.0;0.9;0.583;0.1;181.43
1984-05-03;0.0;0.9;0.62;0.1;181.43666
1984-05-04;0.0;0.3;0.622;0.1;181.44333
1984-05-05;0.0;0.2;0.63;0.1;181.45
1984-05-06;0.0;1.2;0.632;0.1;181.45667
1984-05-07;0.0;1.3;0.675;0.1;181.46333
1984-05-08;0.0;3.0;0.669;0.1;181.47
1984-05-09;0.0;3.9;0.651;0.1;181.46286
1984-05-10;0.0;3.0;0.635;0.1;181.45572
1984-05-11;0.0;0.6;0.629;0.1;181.44858
1984-05-12;0.0;0.4;0.627;0.1;181.44142
1984-05-13;0.0;0.2;0.627;0.1;181.43428
1984-05-14;0.0;0.7;0.648;0.1;181.42714
1984-05-15;0.0;2.8;0.643;0.1;181.42
1984-05-16;0.0;1.5;0.648;0.1;181.42143
1984-05-17;0.0;1.6;0.653;0.1;181.42285
1984-05-18;0.0;2.7;0.65;0.1;181.42429
1984-05-19;0.0;1.7;0.643;0.1;181.4257
1984-05-20;0.0;0.5;0.647;0.1;181.42714
1984-05-21;0.0;0.6;0.68;0.1;181.42856
1984-05-22;0.0;3.7;0.668;0.1;181.43
1984-05-23;0.0;1.7;0.668;0.1;181.43285
1984-05-24;0.0;0.8;0.673;0.1;181.43571
1984-05-25;0.0;0.7;0.683;0.1;181.43857
1984-05-26;0.0;1.5;0.689;0.1;181.44142
1984-05-27;0.0;1.6;0.719;0.1;181.44427
1984-05-28;0.0;1.6;0.72;0.1;181.44714
1984-05-29;0.0;3.1;0.707;0.1;181.45
1984-05-30;0.0;1.1;0.711;0.1;181.45714
1984-05-31;0.0;1.8;0.716;0.1;181.46428
1984-06-01;0.0;1.6;0.713;0.1;181.47142
1984-06-02;0.0;2.5;0.72;0.1;181.47858
1984-06-03;0.0;3.8;0.712;0.1;181.48572
1984-06-04;0.0;0.9;0.741;0.1;181.49286
1984-06-05;0.0;2.3;0.769;0.2;181.5
1984-06-06;0.0;1.5;0.785;0.2;181.50285
1984-06-07;0.0;3.0;0.787;0.2;181.50572
1984-06-08;0.0;3.5;0.774;0.2;181.50858
1984-06-09;0.0;3.9;0.755;0.2;181.51143
1984-06-10;0.0;2.9;0.739;0.2;181.51428
1984-06-11;0.0;4.4;0.719;0.2;181.51715
1984-06-12;0.0;3.7;0.702;0.2;181.52
1984-06-13;0.0;4.5;0.681;0.2;181.50143
1984-06-14;0.0;1.0;0.671;0.2;181.48286
1984-06-15;0.0;3.7;0.657;0.2;181.4643
1984-06-16;0.0;3.5;0.638;0.1;181.44571
1984-06-17;0.0;3.8;0.621;0.1;181.42714
1984-06-18;0.0;4.1;0.601;0.1;181.40857
1984-06-19;0.0;4.1;0.58;0.1;181.39
1984-06-20;0.0;2.3;0.57;0.1;181.38286
