Date;P_X7.5Y48;T_X7.5Y48;ETP_X7.5Y48;RAD_X7.5Y48;Q_Obs
1993-01-01;0.0;-5.439;0.41;19.445;181.36
1993-01-02;0.0;-6.745;0.52;20.168;181.35
1993-01-03;0.0;-9.013;0.49;19.769;181.34
1993-01-04;0.0;-8.597;0.35;16.794;181.33
1993-01-05;0.0;-4.495;0.5;19.46;181.32
1993-01-06;0.19;3.846;0.36;8.996;181.32
1993-01-07;3.13;6.396;-0.06;3.27;181.32
1993-01-08;1.17;6.196;-0.08;3.215;181.32
1993-01-09;0.16;6.144;0.03;7.959;181.31
1993-01-10;0.02;8.446;0.46;8.907;181.32
1993-01-11;6.69;11.569;0.57;2.782;181.32
1993-01-12;6.58;10.835;0.67;4.382;181.33
1993-01-13;0.0;6.958;0.35;12.102;181.38
1993-01-14;1.53;9.713;0.59;15.358;181.4
1993-01-15;0.01;6.385;0.51;16.072;181.42
1993-01-16;0.0;7.632;0.51;19.147;181.43
1993-01-17;0.0;5.73;0.72;22.205;181.43
1993-01-18;0.69;3.953;0.09;9.562;181.42
1993-01-19;0.2;5.464;0.29;7.236;181.42
1993-01-20;0.01;7.92;0.73;12.037;181.41
1993-01-21;0.23;8.384;0.32;6.037;181.4
1993-01-22;1.64;9.825;0.54;5.657;181.39
1993-01-23;2.23;10.154;0.25;2.555;181.38
1993-01-24;2.13;10.526;0.73;8.893;181.37
1993-01-25;11.25;5.464;0.96;18.341;181.39
1993-01-26;0.47;0.689;0.77;22.874;181.43
1993-01-27;7.4;3.375;0.35;9.548;181.45
1993-01-28;1.87;5.623;0.05;5.128;181.47
1993-01-29;1.63;6.189;0.31;13.437;181.48
1993-01-30;0.07;4.008;0.57;19.635;181.48
1993-01-31;0.0;2.082;0.51;23.697;181.48
1993-02-01;0.0;0.908;0.59;26.94;181.47
1993-02-02;0.0;0.052;0.67;27.923;181.47
1993-02-03;0.0;-0.261;0.84;30.798;181.46
1993-02-04;0.0;0.27;0.71;30.696;181.45
1993-02-05;0.0;1.359;0.78;31.512;181.43
1993-02-06;0.33;1.361;0.76;31.746;181.42
1993-02-07;0.04;4.049;0.45;18.032;181.4
1993-02-08;0.12;2.231;0.55;24.769;181.39
1993-02-09;0.01;1.259;0.79;31.68;181.38
1993-02-10;0.0;1.406;0.93;34.095;181.37
1993-02-11;0.0;1.78;0.91;33.855;181.37
1993-02-12;0.01;1.173;0.9;33.252;181.35
1993-02-13;0.0;1.137;0.96;36.538;181.35
1993-02-14;0.01;0.815;1.0;36.108;181.34
1993-02-15;0.0;-0.634;1.0;37.848;181.33
1993-02-16;1.09;-1.187;0.26;10.562;181.33
1993-02-17;5.54;0.705;0.14;4.771;181.32
1993-02-18;0.18;3.577;0.47;18.02;181.32
1993-02-19;3.8;3.303;0.43;15.125;181.32
1993-02-20;1.92;3.214;0.86;24.111;181.31
1993-02-21;8.79;2.404;1.09;28.882;181.32
1993-02-22;3.18;-0.711;0.97;27.11;181.31
1993-02-23;0.68;-5.089;1.14;33.253;181.31
1993-02-24;0.0;-5.659;1.14;36.987;181.3
1993-02-25;0.0;-3.65;1.12;37.54;181.3
1993-02-26;0.01;-1.818;1.27;43.072;181.3
1993-02-27;0.25;0.679;1.21;38.473;181.3
1993-02-28;2.03;-0.364;1.0;25.395;181.29
1993-03-01;0.01;0.033;1.41;41.992;181.29
1993-03-02;0.0;1.782;1.51;46.543;181.29
1993-03-03;2.35;-0.427;0.58;17.018;181.28
1993-03-04;0.14;-2.062;1.15;35.655;181.27
1993-03-05;0.09;-1.153;0.95;32.259;181.27
1993-03-06;2.38;1.625;0.43;13.75;181.27
1993-03-07;1.05;3.821;0.46;16.081;181.26
1993-03-08;0.0;1.869;1.94;54.451;181.26
1993-03-09;0.0;1.763;1.56;52.818;181.26
1993-03-10;0.0;4.225;1.99;54.872;181.25
1993-03-11;0.0;5.935;1.81;48.424;181.25
1993-03-12;0.0;6.313;2.0;51.773;181.25
1993-03-13;0.0;6.778;1.99;54.715;181.25
1993-03-14;0.0;7.494;1.94;52.271;181.24
1993-03-15;0.1;9.194;2.07;50.938;181.24
1993-03-16;0.11;10.522;2.29;50.027;181.24
1993-03-17;2.4;11.605;0.99;19.197;181.23
1993-03-18;0.0;11.189;2.39;57.937;181.23
1993-03-19;0.01;9.953;2.19;51.125;181.23
1993-03-20;0.0;9.253;2.36;61.033;181.23
1993-03-21;2.97;11.745;2.14;42.717;181.22
1993-03-22;6.52;12.21;1.47;35.166;181.23
1993-03-23;2.6;9.341;1.37;25.618;181.22
1993-03-24;1.1;6.145;1.18;24.08;181.22
1993-03-25;1.01;3.514;2.19;57.429;181.22
1993-03-26;1.56;2.469;2.05;55.191;181.22
1993-03-27;0.24;0.729;1.93;58.92;181.22
1993-03-28;0.0;0.364;2.23;60.686;181.22
1993-03-29;0.0;0.635;2.16;71.432;181.21
1993-03-30;0.0;4.422;2.28;70.077;181.21
1993-03-31;0.0;10.171;3.07;68.221;181.2
1993-04-01;1.32;9.932;2.91;57.598;181.2
1993-04-02;6.26;5.498;0.92;19.986;181.2
1993-04-03;0.86;5.536;1.16;30.746;181.19
1993-04-04;3.85;4.487;0.79;25.26;181.19
1993-04-05;2.4;6.501;2.71;59.875;181.18
1993-04-06;0.81;10.237;2.32;47.788;181.18
1993-04-07;0.97;8.739;1.45;29.606;181.18
1993-04-08;1.01;8.799;2.28;51.982;181.18
1993-04-09;0.76;9.532;2.74;66.718;181.18
1993-04-10;0.61;11.802;2.35;55.415;181.19
1993-04-11;5.4;9.645;2.04;50.269;181.19
1993-04-12;1.06;8.485;2.17;56.437;181.21
1993-04-13;0.95;7.671;1.98;50.481;181.2
1993-04-14;0.51;9.695;2.92;67.993;181.21
1993-04-15;0.77;9.448;2.76;61.386;181.21
1993-04-16;1.92;9.149;2.49;62.971;181.21
1993-04-17;0.72;9.777;2.36;48.459;181.21
1993-04-18;3.03;11.189;1.61;34.488;181.21
1993-04-19;0.29;13.12;2.27;41.616;181.21
1993-04-20;0.0;14.591;4.0;81.679;181.21
1993-04-21;0.0;16.231;4.94;82.328;181.2
1993-04-22;0.05;16.069;4.94;77.512;181.2
1993-04-23;0.1;16.18;4.02;77.357;181.19
1993-04-24;0.0;16.026;4.15;75.626;181.19
1993-04-25;0.0;15.982;3.21;58.229;181.18
1993-04-26;0.13;14.806;3.67;62.34;181.17
1993-04-27;0.01;18.669;5.1;84.467;181.17
1993-04-28;0.61;18.494;4.98;78.315;181.16
1993-04-29;0.89;16.829;4.16;72.335;181.15
1993-04-30;3.96;15.029;3.07;59.2;181.15
1993-05-01;3.42;14.532;3.59;67.768;181.14
1993-05-02;2.62;13.653;2.93;61.235;181.13
1993-05-03;2.7;13.549;2.32;48.953;181.14
1993-05-04;0.13;13.37;2.7;40.28;181.13
1993-05-05;0.12;10.928;3.07;52.1;181.13
1993-05-06;0.43;9.089;1.7;32.509;181.13
1993-05-07;0.14;11.17;1.77;34.795;181.13
1993-05-08;0.59;14.801;2.78;57.878;181.12
1993-05-09;0.43;15.833;3.73;74.315;181.11
1993-05-10;0.1;17.645;4.62;82.223;181.12
1993-05-11;2.14;18.168;3.65;62.768;181.11
1993-05-12;8.55;15.135;1.77;39.289;181.12
1993-05-13;4.38;14.499;1.96;44.991;181.14
1993-05-14;2.55;13.408;1.8;39.652;181.15
1993-05-15;0.83;13.118;3.38;66.26;181.17
1993-05-16;0.0;13.803;4.37;82.217;181.16
1993-05-17;0.0;17.684;5.14;92.453;181.16
1993-05-18;0.35;18.841;4.42;69.105;181.15
1993-05-19;1.88;18.49;4.66;78.092;181.15
1993-05-20;10.67;15.94;3.5;64.296;181.15
1993-05-21;8.82;10.85;2.1;37.198;181.17
1993-05-22;0.0;13.344;4.78;92.258;181.18
1993-05-23;0.0;16.86;5.18;92.408;181.18
1993-05-24;0.14;18.58;3.76;62.043;181.17
1993-05-25;0.01;21.574;5.44;88.38;181.17
1993-05-26;1.17;22.912;5.73;80.6;181.16
1993-05-27;8.7;17.765;4.03;64.75;181.2
1993-05-28;3.31;14.198;3.57;60.826;181.21
1993-05-29;0.01;16.534;4.89;88.7;181.21
1993-05-30;0.97;16.383;4.56;72.3;181.2
1993-05-31;0.05;15.644;4.82;75.008;181.2
1993-06-01;0.0;17.559;5.29;91.17;181.2
1993-06-02;3.08;15.34;2.48;41.463;181.19
1993-06-03;2.42;14.605;2.04;38.103;181.19
1993-06-04;0.28;16.805;3.48;55.618;181.19
1993-06-05;0.0;20.359;4.77;76.348;181.18
1993-06-06;0.03;23.235;5.76;86.585;181.17
1993-06-07;0.21;23.368;6.29;89.134;181.17
1993-06-08;0.08;23.963;6.44;85.796;181.16
1993-06-09;0.61;23.971;6.27;87.47;181.15
1993-06-10;3.0;22.059;5.57;76.185;181.14
1993-06-11;4.09;15.706;2.22;32.417;181.14
1993-06-12;0.35;13.555;3.84;49.98;181.15
1993-06-13;3.64;12.187;1.69;25.934;181.14
1993-06-14;4.82;14.262;2.4;42.947;181.13
1993-06-15;3.01;15.251;1.3;23.985;181.14
1993-06-16;0.22;17.871;4.25;67.305;181.14
1993-06-17;4.29;16.854;3.1;52.293;181.13
1993-06-18;0.0;18.14;5.43;95.144;181.13
1993-06-19;0.33;22.798;6.34;89.474;181.12
1993-06-20;14.76;19.547;2.11;38.895;181.14
1993-06-21;10.89;18.082;2.96;49.998;181.16
1993-06-22;15.78;17.322;2.78;50.733;181.16
1993-06-23;6.59;17.042;1.63;32.06;181.22
1993-06-24;0.29;15.034;4.26;68.529;181.23
1993-06-25;0.0;14.765;5.06;90.55;181.22
1993-06-26;0.0;17.085;2.82;44.093;181.21
1993-06-27;1.07;18.527;2.7;43.06;181.2
1993-06-28;0.0;16.036;5.32;94.413;181.19
1993-06-29;0.0;18.056;6.12;95.592;181.18
1993-06-30;3.53;19.661;4.07;65.715;181.17
1993-07-01;0.0;21.91;5.63;80.05;181.16
1993-07-02;1.54;19.9;3.33;53.992;181.14
1993-07-03;0.41;21.632;4.74;77.381;181.13
1993-07-04;0.04;23.628;5.94;89.013;181.11
1993-07-05;7.86;23.054;5.63;78.803;181.12
1993-07-06;0.5;14.543;4.78;68.278;181.11
1993-07-07;0.0;16.423;4.46;72.985;181.09
1993-07-08;0.0;17.922;5.36;90.931;181.08
1993-07-09;0.06;20.953;6.51;91.531;181.07
1993-07-10;10.68;15.858;1.83;26.404;181.07
1993-07-11;8.89;12.825;3.28;60.596;181.08
1993-07-12;8.18;11.608;2.69;55.481;181.09
1993-07-13;0.47;13.12;3.49;67.09;181.09
1993-07-14;5.77;14.344;1.86;25.783;181.1
1993-07-15;9.62;18.431;2.6;42.384;181.1
1993-07-16;2.64;21.733;4.45;70.258;181.1
1993-07-17;5.59;21.763;4.46;73.115;181.11
1993-07-18;4.6;20.425;3.56;57.601;181.11
1993-07-19;0.32;17.811;3.45;51.631;181.11
1993-07-20;3.81;15.67;3.95;66.985;181.12
1993-07-21;2.97;15.155;3.27;62.488;181.12
1993-07-22;2.63;14.989;2.98;60.755;181.13
1993-07-23;0.06;16.615;3.78;62.78;181.13
1993-07-24;0.36;20.394;5.3;90.005;181.13
1993-07-25;2.91;18.54;3.94;52.514;181.12
1993-07-26;0.2;16.164;4.48;65.033;181.12
1993-07-27;0.52;17.533;4.55;62.98;181.11
1993-07-28;4.32;20.061;2.47;35.845;181.1
1993-07-29;0.01;23.095;5.69;89.119;181.1
1993-07-30;1.09;24.269;6.46;78.36;181.08
1993-07-31;5.2;17.815;3.92;54.46;181.08
1993-08-01;0.0;17.385;5.21;84.785;181.06
1993-08-02;0.0;20.651;5.58;86.306;181.05
1993-08-03;0.29;22.044;5.24;74.48;181.04
1993-08-04;1.18;22.561;4.88;73.575;181.03
1993-08-05;2.62;23.195;5.44;75.962;181.03
1993-08-06;0.16;18.772;5.33;82.708;181.03
1993-08-07;0.0;18.514;5.6;87.035;181.02
1993-08-08;0.08;20.019;4.39;62.906;181.02
1993-08-09;0.36;19.698;4.48;57.754;181.01
1993-08-10;16.71;17.084;2.43;35.954;181.01
1993-08-11;0.28;17.823;4.62;69.89;181.02
1993-08-12;0.0;20.435;5.62;83.092;181.01
1993-08-13;0.0;19.314;4.39;69.051;180.99
1993-08-14;1.16;22.005;5.51;79.905;180.98
1993-08-15;1.31;22.133;4.33;59.937;180.98
1993-08-16;0.1;22.343;4.64;71.717;180.97
1993-08-17;0.0;21.746;5.16;71.277;180.96
1993-08-18;0.06;20.571;4.51;65.368;180.96
1993-08-19;0.03;22.133;5.02;74.721;180.95
1993-08-20;0.0;21.668;5.41;79.674;180.95
1993-08-21;0.0;22.947;5.47;79.922;180.94
1993-08-22;1.27;24.2;7.04;72.05;180.94
1993-08-23;6.54;14.273;1.03;13.401;180.96
1993-08-24;2.37;13.023;2.38;36.973;180.97
1993-08-25;0.0;13.676;2.44;32.674;180.98
1993-08-26;0.0;14.878;4.29;70.365;180.98
1993-08-27;4.16;13.306;2.9;40.554;180.99
1993-08-28;0.77;13.123;2.7;43.847;180.99
1993-08-29;0.0;13.316;3.6;57.142;180.99
1993-08-30;0.0;14.824;4.34;73.308;180.99
1993-08-31;0.83;14.222;2.87;43.657;180.99
1993-09-01;0.14;13.859;2.94;43.458;180.98
1993-09-02;0.0;14.084;3.82;71.225;180.98
1993-09-03;5.62;13.96;1.62;30.961;180.99
1993-09-04;5.23;11.898;1.96;38.563;181.0
1993-09-05;0.85;11.506;2.37;44.861;181.0
1993-09-06;0.0;12.185;3.42;68.591;181.0
1993-09-07;1.6;15.462;3.0;48.602;181.01
1993-09-08;3.67;17.361;3.04;46.49;181.01
1993-09-09;12.1;14.873;0.93;20.265;181.05
1993-09-10;1.9;15.204;2.62;44.328;181.04
1993-09-11;5.47;14.568;1.94;34.479;181.05
1993-09-12;1.32;15.275;2.64;49.469;181.05
1993-09-13;9.36;11.748;0.78;14.965;181.1
1993-09-14;0.32;13.407;3.44;45.188;181.1
1993-09-15;3.39;14.928;3.1;44.731;181.1
1993-09-16;0.54;13.848;3.29;50.027;181.1
1993-09-17;0.01;12.875;2.66;50.439;181.09
1993-09-18;0.0;13.363;2.84;56.481;181.09
1993-09-19;0.0;15.597;2.77;56.606;181.09
1993-09-20;0.0;18.203;2.87;51.576;181.09
1993-09-21;0.0;19.343;2.75;46.885;181.09375
1993-09-22;7.43;18.18;2.36;44.873;181.0975
1993-09-23;15.48;14.763;0.63;12.767;181.10124
1993-09-24;4.66;14.338;0.69;14.844;181.105
1993-09-25;12.41;13.29;1.39;27.554;181.10875
1993-09-26;2.37;10.54;1.26;27.084;181.11249
1993-09-27;0.72;10.413;1.68;36.547;181.11624
1993-09-28;16.4;8.948;0.4;8.757;181.12
1993-09-29;0.25;8.658;0.99;23.205;181.12428
1993-09-30;2.28;10.675;1.75;37.74;181.12857
1993-10-01;1.26;12.214;1.43;31.385;181.13286
1993-10-02;16.22;10.08;0.76;19.372;181.13713
1993-10-03;2.59;10.512;0.74;18.01;181.14142
1993-10-04;2.18;12.201;1.64;26.684;181.1457
1993-10-05;5.94;15.273;2.17;44.528;181.15
1993-10-06;9.23;12.92;1.58;34.024;181.18999
1993-10-07;1.04;12.622;2.15;47.916;181.23
1993-10-08;8.82;11.453;0.46;14.003;181.26999
1993-10-09;0.28;10.796;1.91;37.74;181.31
1993-10-10;0.48;10.878;0.79;15.151;181.34999
1993-10-11;4.47;14.24;1.17;24.66;181.39
1993-10-12;4.84;11.018;0.84;21.364;181.43
1993-10-13;1.16;12.907;1.76;42.745;181.45142
1993-10-14;1.31;12.668;2.21;35.672;181.47285
1993-10-15;2.39;10.1;1.27;22.35;181.49428
1993-10-16;0.27;8.123;1.16;32.834;181.51572
1993-10-17;16.79;7.035;0.32;7.453;181.53714
1993-10-18;0.32;6.497;0.73;17.371;181.55858
1993-10-19;0.02;5.652;1.18;36.965;181.58
1993-10-20;0.1;6.605;0.71;19.84;181.57571
1993-10-21;1.41;6.069;0.91;21.584;181.57143
1993-10-22;1.94;4.67;0.54;12.517;181.56714
1993-10-23;5.51;4.824;0.19;5.199;181.56287
1993-10-24;6.59;4.505;0.1;3.512;181.55858
1993-10-25;0.18;4.63;0.39;9.283;181.55429
1993-10-26;0.04;4.516;0.81;21.123;181.55
1993-10-27;0.01;4.275;0.98;29.361;181.54001
1993-10-28;0.0;3.521;1.01;34.461;181.53
1993-10-29;0.02;2.918;0.88;30.946;181.52
1993-10-30;0.0;3.546;1.01;34.515;181.51
1993-10-31;0.03;3.248;0.91;31.219;181.5
1993-11-01;0.01;4.158;0.94;29.77;181.48999
1993-11-02;1.14;6.606;0.93;29.63;181.48
1993-11-03;0.16;7.741;0.86;30.298;181.47285
1993-11-04;0.0;6.072;0.81;30.01;181.46571
1993-11-05;0.11;4.489;0.66;27.211;181.45857
1993-11-06;2.41;5.297;0.28;10.821;181.45142
1993-11-07;1.23;6.582;0.24;8.25;181.44427
1993-11-08;1.03;6.828;0.17;4.97;181.43713
1993-11-09;1.57;6.378;0.2;6.372;181.43
1993-11-10;0.24;5.484;0.56;19.536;181.42714
1993-11-11;4.04;6.679;0.18;4.969;181.42429
1993-11-12;0.19;4.16;0.45;17.878;181.42143
1993-11-13;0.22;1.967;0.38;18.991;181.41856
1993-11-14;1.88;8.158;0.87;8.61;181.41571
1993-11-15;13.22;3.397;0.22;6.237;181.41286
1993-11-16;0.36;2.328;0.37;10.075;181.41
1993-11-17;0.0;0.938;0.71;23.389;181.41286
1993-11-18;0.0;-0.818;0.65;23.558;181.41571
1993-11-19;0.0;-2.815;0.57;24.476;181.41856
1993-11-20;0.01;-4.788;0.56;25.153;181.42143
1993-11-21;0.39;-3.949;0.44;22.863;181.42429
1993-11-22;0.89;-2.771;0.53;19.286;181.42714
1993-11-23;0.01;-4.455;0.44;23.656;181.43
1993-11-24;3.18;-1.16;0.19;16.285;181.42429
1993-11-25;0.0;-0.587;0.23;21.53;181.41856
1993-11-26;0.0;-2.223;0.39;22.261;181.41286
1993-11-27;0.03;-3.557;0.41;21.287;181.40714
1993-11-28;0.02;-4.355;0.44;21.016;181.40143
1993-11-29;0.06;-5.028;0.3;15.572;181.3957
1993-11-30;0.21;-4.465;0.34;17.938;181.39
1993-12-01;3.72;-1.108;0.1;6.653;181.38715
1993-12-02;1.77;2.94;0.13;5.579;181.38428
1993-12-03;0.61;5.417;0.05;8.317;181.38142
1993-12-04;0.12;5.699;0.58;19.471;181.37857
1993-12-05;0.26;5.12;0.14;8.352;181.37572
1993-12-06;0.05;0.874;0.19;12.482;181.37285
1993-12-07;3.47;2.863;0.38;10.935;181.37
1993-12-08;8.19;7.28;0.13;2.22;181.40143
1993-12-09;3.39;9.405;0.63;8.358;181.43285
1993-12-10;11.26;8.994;0.41;4.946;181.46428
1993-12-11;9.49;4.119;0.33;10.031;181.49571
1993-12-12;4.52;3.903;0.3;6.936;181.52715
1993-12-13;5.86;9.178;0.71;6.266;181.55856
1993-12-14;4.58;6.362;0.4;11.0;181.59
1993-12-15;7.72;4.535;0.54;10.571;181.62572
1993-12-16;8.34;4.452;0.37;10.534;181.66142
1993-12-17;10.17;6.152;0.1;2.318;181.69714
1993-12-18;0.06;7.896;0.28;9.858;181.73285
1993-12-19;8.17;8.774;0.3;2.391;181.76857
1993-12-20;5.08;13.575;0.57;4.469;181.80428
1993-12-21;13.77;7.903;0.61;9.96;181.84
1993-12-22;7.15;3.336;0.44;6.714;181.91
1993-12-23;4.21;5.426;0.34;8.142;181.96
1993-12-24;12.94;3.167;0.38;10.97;182.05
1993-12-25;6.16;1.66;0.15;8.023;182.08
1993-12-26;0.95;-0.644;0.41;10.408;182.08
1993-12-27;2.43;0.608;0.2;6.926;182.07
1993-12-28;0.7;0.39;0.24;7.962;182.04
1993-12-29;0.77;3.932;0.47;12.355;182.02
1993-12-30;0.54;8.755;0.61;10.072;181.98
1993-12-31;16.04;9.469;0.63;7.12;181.96
1994-01-01;8.93;3.877;0.36;12.684;182.01
1994-01-02;6.93;5.08;0.22;3.761;182.04
1994-01-03;3.3;7.509;0.25;6.083;182.06
1994-01-04;2.87;7.645;0.68;15.257;182.07
1994-01-05;7.37;6.895;0.56;7.258;182.1
1994-01-06;9.49;6.4;0.19;6.035;182.21
1994-01-07;3.3;4.651;0.18;6.644;182.2
1994-01-08;1.36;3.827;0.27;9.959;182.19
1994-01-09;0.01;1.824;0.29;14.772;182.18
1994-01-10;0.01;1.165;0.31;16.724;182.16
1994-01-11;2.83;3.297;0.1;5.302;182.14
1994-01-12;0.21;5.875;0.32;6.499;182.12
1994-01-13;3.7;10.634;0.47;4.368;182.08
1994-01-14;4.49;6.888;0.49;12.16;182.04
1994-01-15;2.63;4.405;0.38;13.761;182.01
1994-01-16;2.03;1.274;0.31;15.102;182.0
1994-01-17;1.26;0.362;0.33;11.35;181.98
1994-01-18;0.0;-2.694;0.42;24.213;181.96
1994-01-19;0.0;-2.958;0.42;24.309;181.94
1994-01-20;0.19;-3.453;0.24;11.878;181.92
1994-01-21;0.01;-2.135;0.47;23.255;181.9
1994-01-22;0.01;-2.014;0.4;17.574;181.88
1994-01-23;3.16;1.743;0.06;4.761;181.85
1994-01-24;6.73;5.469;-0.07;2.645;181.84
1994-01-25;6.42;8.635;-0.04;2.758;181.84
1994-01-26;7.3;5.411;0.57;16.357;181.9
1994-01-27;1.32;6.083;0.46;8.3;181.94
1994-01-28;8.71;4.425;0.87;17.925;181.96
1994-01-29;0.07;0.883;0.73;20.741;181.97
1994-01-30;0.63;4.453;1.18;27.398;181.97
1994-01-31;0.39;3.964;0.55;21.814;181.96
1994-02-01;0.0;1.88;0.85;29.896;181.94
1994-02-02;11.06;5.561;0.17;3.809;181.91
1994-02-03;1.63;7.113;0.36;8.986;181.91
1994-02-04;0.68;6.261;0.4;18.794;181.89
1994-02-05;1.17;4.451;0.78;27.361;181.87
1994-02-06;8.1;4.233;0.2;9.919;181.92
1994-02-07;1.13;4.269;0.29;9.823;181.92
1994-02-08;4.47;3.923;0.51;18.576;181.9
1994-02-09;0.08;2.868;0.94;28.96;181.89
1994-02-10;2.83;3.825;0.77;23.7;181.89
1994-02-11;4.25;1.654;0.67;22.728;181.87
1994-02-12;0.05;0.264;0.9;26.007;181.85
1994-02-13;0.43;-1.39;0.99;22.86;181.83
1994-02-14;0.0;-4.218;0.95;35.701;181.81
1994-02-15;0.46;-1.983;0.65;25.772;181.79
1994-02-16;0.0;-1.808;0.86;35.922;181.77
1994-02-17;0.0;-2.027;0.77;30.002;181.75
1994-02-18;0.03;-0.113;0.69;29.603;181.73
1994-02-19;0.0;-2.307;0.97;41.548;181.71
1994-02-20;9.09;-0.095;0.19;11.265;181.7
1994-02-21;3.96;2.536;0.75;23.492;181.68
1994-02-22;4.34;4.452;0.43;14.028;181.68
1994-02-23;2.43;5.401;0.67;20.915;181.69
1994-02-24;6.41;5.641;0.39;15.938;181.7
1994-02-25;3.06;7.256;0.33;13.125;181.7
1994-02-26;0.0;6.797;1.31;36.478;181.72
1994-02-27;1.03;8.823;1.41;41.043;181.73
1994-02-28;4.38;10.096;1.47;35.633;181.76
1994-03-01;3.83;8.253;0.86;26.18;181.78
1994-03-02;3.93;6.38;0.65;13.925;181.79
1994-03-03;1.75;8.402;1.61;33.396;181.79
1994-03-04;0.14;6.928;1.58;43.978;181.78
1994-03-05;0.06;7.577;2.06;51.295;181.77
1994-03-06;2.71;9.5;0.77;19.892;181.76
1994-03-07;0.02;8.361;1.58;32.317;181.75
1994-03-08;2.08;9.901;0.46;10.274;181.73
1994-03-09;0.33;12.44;1.77;47.994;181.72
1994-03-10;0.83;10.799;1.28;32.889;181.7
1994-03-11;0.0;9.165;1.82;50.459;181.69
1994-03-12;3.28;9.124;0.92;24.923;181.68
1994-03-13;2.6;7.766;0.71;11.234;181.66
1994-03-14;0.29;9.268;1.9;39.527;181.65
1994-03-15;1.09;9.775;1.6;25.158;181.65
1994-03-16;2.02;7.732;1.91;37.383;181.64
1994-03-17;4.27;5.568;1.81;46.439;181.64
1994-03-18;1.43;6.058;0.91;18.302;181.64
1994-03-19;6.28;8.208;1.15;17.752;181.64
1994-03-20;7.33;8.693;1.85;38.25;181.64
1994-03-21;4.85;9.593;0.94;26.353;181.66
1994-03-22;0.36;9.634;1.21;26.345;181.68
1994-03-23;0.0;11.926;2.0;34.445;181.7
1994-03-24;0.24;15.091;2.82;43.26;181.7
1994-03-25;0.91;15.651;2.95;46.686;181.7
1994-03-26;4.38;8.32;2.6;52.329;181.7
1994-03-27;0.0;5.464;2.52;65.948;181.67
1994-03-28;0.18;8.79;2.83;55.256;181.66
1994-03-29;0.17;11.946;1.11;20.663;181.64
1994-03-30;0.01;13.2;3.05;64.96;181.63
1994-03-31;2.26;13.457;1.52;20.385;181.62
1994-04-01;6.4;11.634;2.37;33.178;181.61
1994-04-02;3.18;4.692;1.92;50.925;181.6
1994-04-03;1.72;3.72;2.0;60.691;181.59
1994-04-04;9.71;4.21;0.56;9.93;181.6
1994-04-05;1.49;4.19;2.51;61.068;181.6
1994-04-06;2.4;4.401;1.78;50.683;181.61
1994-04-07;7.08;5.647;2.47;60.332;181.63
1994-04-08;5.17;5.058;1.6;46.65;181.63
1994-04-09;7.36;4.968;1.74;44.46;181.64
1994-04-10;1.24;4.85;2.35;62.966;181.65
1994-04-11;1.67;4.316;1.67;42.068;181.65
1994-04-12;8.98;5.341;1.13;32.107;181.68
1994-04-13;10.88;5.885;0.42;11.549;181.68
1994-04-14;0.57;4.768;1.67;40.162;181.68
1994-04-15;0.94;4.885;1.86;43.943;181.68
1994-04-16;0.14;8.664;2.27;46.638;181.68
1994-04-17;4.17;7.496;0.42;13.047;181.68
1994-04-18;0.4;5.742;2.09;44.35;181.66
1994-04-19;0.0;6.125;2.82;72.313;181.65
1994-04-20;0.13;8.884;2.09;52.644;181.65
1994-04-21;0.88;10.821;2.57;60.325;181.62
1994-04-22;0.18;12.514;3.07;70.967;181.62
1994-04-23;0.09;13.505;3.14;68.895;181.6
1994-04-24;1.23;13.664;3.31;69.415;181.59
1994-04-25;6.02;11.034;1.38;30.778;181.58
1994-04-26;0.33;11.746;3.38;73.509;181.56
1994-04-27;1.88;12.323;1.31;31.404;181.55
1994-04-28;0.18;14.966;2.83;58.895;181.54
1994-04-29;0.0;17.017;4.39;84.6;181.53
1994-04-30;0.0;18.095;4.12;78.875;181.52
1994-05-01;0.49;14.423;3.76;71.507;181.51
1994-05-02;0.0;11.66;4.44;90.86;181.49
1994-05-03;0.0;14.52;4.41;86.962;181.48
1994-05-04;5.61;12.436;1.69;33.386;181.48
1994-05-05;0.85;9.96;3.12;61.147;181.47
1994-05-06;1.53;11.159;1.03;21.884;181.46
1994-05-07;0.0;15.248;3.97;88.069;181.45
1994-05-08;7.48;13.429;2.42;45.631;181.46
1994-05-09;6.92;11.235;0.71;15.119;181.47
1994-05-10;0.69;11.832;1.66;33.383;181.49
1994-05-11;0.0;13.566;4.27;79.09;181.5
1994-05-12;8.51;13.02;1.44;36.693;181.52
1994-05-13;0.47;14.985;3.42;75.472;181.53
1994-05-14;2.73;14.635;2.86;56.215;181.54
1994-05-15;0.22;16.645;4.21;82.463;181.53
1994-05-16;4.15;16.636;3.64;71.472;181.52
1994-05-17;1.1;15.994;3.31;67.036;181.51
1994-05-18;21.14;13.424;0.66;17.813;181.67
1994-05-19;5.57;12.76;0.87;18.44;181.88
1994-05-20;8.51;12.258;0.97;25.466;181.9
1994-05-21;7.17;13.149;1.6;32.913;181.92
1994-05-22;1.79;16.198;4.12;79.486;181.92
1994-05-23;7.82;16.197;1.79;37.202;181.92
1994-05-24;11.94;15.965;2.66;55.99;181.89
1994-05-25;0.43;14.86;3.17;57.465;181.9
1994-05-26;2.79;13.466;2.79;55.792;181.87
1994-05-27;4.15;12.43;2.64;56.67;181.85
